,training_data_stanford.csv_diff,count1,training_data_thu.csv_diff,count2,training_data_stanford.csv_SegmentedInput,training_data_thu.csv_SegmentedInput
2492,,0,,0, 你们 银行 有 给 客户 办 的 买 二手房 的 贷款 吗 ,你们 银行 有 给 客户 办 的 买 二手房 的 贷款 吗
2493,! 买个 ! 人,2,! 买 ! 个人,2, 你们 银行 有 没 有 给 客户 贷款 买个 人 二手 住房 的 业务 ,你们 银行 有 没 有 给 客户 贷款 买 个人 二手 住房 的 业务
2494,,0,,0, 我 能 在 你们 银行 贷款 买 二手房 吗 ,我 能 在 你们 银行 贷款 买 二手房 吗
2495,,0,,0, 我 想 买 二手房 ， 你们 银行 有 能 给 我 办 的 贷款 么,我 想 买 二手房 ， 你们 银行 有 能 给 我 办 的 贷款 么
2496,,0,,0, 我 要 买 二手 住房 ， 你们 银行 会 给 我 办 哪 种 贷款 ,我 要 买 二手 住房 ， 你们 银行 会 给 我 办 哪 种 贷款
2497,,0,,0, 什么 叫 二手 住房 ,什么 叫 二手 住房
2498,,0,,0, 二手 住房 是 在 从 个人 手里 购买 房屋 的 交易 吗 ,二手 住房 是 在 从 个人 手里 购买 房屋 的 交易 吗
2499,,0,,0, 个人 二手 住房 贷款 对象 涵盖 哪 类 客户 ,个人 二手 住房 贷款 对象 涵盖 哪 类 客户
2500,,0,,0, 个人 二手 住房 贷款 对象 是 哪些 客户 ,个人 二手 住房 贷款 对象 是 哪些 客户
2501,,0,,0, 个人 二手 住房 贷款 可以 对 哪些 客户 办理 ,个人 二手 住房 贷款 可以 对 哪些 客户 办理
2502,,0,,0, 个人 二手 住房 贷款 面向 哪些 客户 发放 ,个人 二手 住房 贷款 面向 哪些 客户 发放
2503,,0,,0, 哪 类 客户 能 在 你们 行 办理 个人 二手 住房 贷款 ,哪 类 客户 能 在 你们 行 办理 个人 二手 住房 贷款
2504,,0,,0, 哪些 人 能 办 个人 二手 住房 贷款 ,哪些 人 能 办 个人 二手 住房 贷款
2505,,0,,0, 你们 行 个人 二手 住房 贷款 对象 有 哪些 要求 ,你们 行 个人 二手 住房 贷款 对象 有 哪些 要求
2506,,0,,0, 你们 银行 都 对 哪些 人 办 个人 二手 住房 贷款 ,你们 银行 都 对 哪些 人 办 个人 二手 住房 贷款
2507,,0,,0, 我 的 情况 是否 符合 你们 行 个人 二手 住房 贷款 办理 对象 ,我 的 情况 是否 符合 你们 行 个人 二手 住房 贷款 办理 对象
2508,,0,,0, 二手 住房 贷款 对 申请 的 对象 有 何 要求 ,二手 住房 贷款 对 申请 的 对象 有 何 要求
2509,,0,,0, 二手 住房 对 哪些 人 开放 ,二手 住房 对 哪些 人 开放
2510,,0,,0, 外国 居民 可以 申请 二手 住房 贷款 吗 ,外国 居民 可以 申请 二手 住房 贷款 吗
2511,! 只 ! 有,2,! 只有,1, 只 有 中国 公民 才 能 申请 二手 住房 贷款 吗 ,只有 中国 公民 才 能 申请 二手 住房 贷款 吗
2512,,0,,0, 个人 二手 住房 贷款 必须 要 用 买 的 房子 作 抵押 吗 ,个人 二手 住房 贷款 必须 要 用 买 的 房子 作 抵押 吗
2513,,0,,0, 个人 二手 住房 贷款 的 抵押 担保 规定 是 什么 ,个人 二手 住房 贷款 的 抵押 担保 规定 是 什么
2514,,0,,0, 个人 二手 住房 贷款 的 抵押物 能 用 什么 ,个人 二手 住房 贷款 的 抵押物 能 用 什么
2515,,0,,0, 个人 二手 住房 贷款 对于 抵押物 有 什么 要求 ,个人 二手 住房 贷款 对于 抵押物 有 什么 要求
2516,,0,,0, 个人 二手 住房 贷款 可以 拿 房子 作 抵押 吗 ,个人 二手 住房 贷款 可以 拿 房子 作 抵押 吗
2517,,0,,0, 个人 二手 住房 贷款 拿 什么 作 抵押 吗 ,个人 二手 住房 贷款 拿 什么 作 抵押 吗
2518,,0,,0, 个人 二手 住房 贷款 能 拿 汽车 （ 各种各样 的 东西 ） 作 抵押 吗 ,个人 二手 住房 贷款 能 拿 汽车 （ 各种各样 的 东西 ） 作 抵押 吗
2519,,0,,0, 个人 二手 住房 贷款 要 用 什么 东西 当 抵押 ,个人 二手 住房 贷款 要 用 什么 东西 当 抵押
2520,,0,,0, 个人 二手 住房 贷款 怎么 做 抵押 ,个人 二手 住房 贷款 怎么 做 抵押
2521,,0,,0, 怎样 办理 个人 二手 住房 贷款 的 抵押 担保 ,怎样 办理 个人 二手 住房 贷款 的 抵押 担保
2522,,0,,0, 我 想 买 二手房 ， 不 抵押 可以 贷款 吗 ,我 想 买 二手房 ， 不 抵押 可以 贷款 吗
2523,,0,,0, 二手 住房 贷款 需要 担保 吗 ,二手 住房 贷款 需要 担保 吗
2524,,0,,0, 二手 住房 贷款 必须 是 所 购房 做 抵押 吗 ,二手 住房 贷款 必须 是 所 购房 做 抵押 吗
2525,,0,,0, 二手 住房 贷款 可以 使用 他人 的 房子 做 抵押 吗 ,二手 住房 贷款 可以 使用 他人 的 房子 做 抵押 吗
2526,,0,,0, 申请 二手 住房 贷款 ， 可以 使用 外地 的 房子 做 抵押 吗 ,申请 二手 住房 贷款 ， 可以 使用 外地 的 房子 做 抵押 吗
2527,,0,,0, 个人 二手 住房 贷款 保险 是 什么 ,个人 二手 住房 贷款 保险 是 什么
2528,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 必须 要 办 保险 吗 ,你们 行办 个人 二手 住房 贷款 必须 要 办 保险 吗
2529,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 的 时候 让 我 上 保险 ， 有 这项 要求 吗 ,你们 行办 个人 二手 住房 贷款 的 时候 让 我 上 保险 ， 有 这项 要求 吗
2530,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 还 要求 客户 买 保险 吗 ,你们 行办 个人 二手 住房 贷款 还 要求 客户 买 保险 吗
2531,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 上 的 保险 必须 选 指定 的 保险 公司 吗 ,你们 行办 个人 二手 住房 贷款 上 的 保险 必须 选 指定 的 保险 公司 吗
2532,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 上 的 保险 必须 选 制定 的 险种 吗 ,你们 行办 个人 二手 住房 贷款 上 的 保险 必须 选 制定 的 险种 吗
2533,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 上 的 保险 是 必须 要 上 吗 ,你们 行办 个人 二手 住房 贷款 上 的 保险 是 必须 要 上 吗
2534,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 为什么 还要 让 我们 买 保险 ,你们 行办 个人 二手 住房 贷款 为什么 还要 让 我们 买 保险
2535,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 我 能 不 上 保险 吗 ,你们 行办 个人 二手 住房 贷款 我 能 不 上 保险 吗
2536,! 行 ! 办,2,! 行办,1, 你们 行 办 个人 二手 住房 贷款 要 上 保险 的 金额 有 要求 吗 ,你们 行办 个人 二手 住房 贷款 要 上 保险 的 金额 有 要求 吗
2537,! 二手房 ! 交保 ! 险,3,! 二手 ! 房 ! 交 ! 保险,4, 二手房 贷款 需要 交保 险 吗 ,二手 房 贷款 需要 交 保险 吗
2538,! 二手房,1,! 二手 ! 房,2, 二手房 贷款 缴纳 的 保费 会 退 吗 ,二手 房 贷款 缴纳 的 保费 会 退 吗
2539,! 二手房,1,! 二手 ! 房,2, 二手房 贷款 缴纳 的 保险 是 保 什么 ,二手 房 贷款 缴纳 的 保险 是 保 什么
2540,,0,,0, 二手 住房 贷款 的 保险费 怎么 交 ,二手 住房 贷款 的 保险费 怎么 交
2541,! 不投 ! 保,2,! 不 ! 投保,2, 二手 住房 贷款 不 可以 选择 不投 保 吗 ,二手 住房 贷款 不 可以 选择 不 投保 吗
2542,,0,,0, 个人 二手 住房 贷款 的 钱 什么 时候 给 我 ,个人 二手 住房 贷款 的 钱 什么 时候 给 我
2543,,0,,0, 个人 二手 住房 贷款 放款 的 条件 是 ,个人 二手 住房 贷款 放款 的 条件 是
2544,! 要 ! 求是,2,! 要求 ! 是,2, 个人 二手 住房 贷款 放款 的 要 求是 ,个人 二手 住房 贷款 放款 的 要求 是
2545,,0,,0, 个人 二手 住房 贷款 放款 过程 是 ,个人 二手 住房 贷款 放款 过程 是
2546,,0,,0, 个人 二手 住房 贷款 审批 程序 是 ,个人 二手 住房 贷款 审批 程序 是
2547,! 时会,1,! 时 ! 会,2, 个人 二手 住房 贷款 审批 时会 联系 我 吗 ,个人 二手 住房 贷款 审批 时 会 联系 我 吗
2548,,0,,0, 个人 二手 住房 贷款 审批 时间 大概 多久 ,个人 二手 住房 贷款 审批 时间 大概 多久
2549,,0,,0, 个人 二手 住房 贷款 要 多 长 时间 批 下来 ,个人 二手 住房 贷款 要 多 长 时间 批 下来
2550,,0,,0, 我 办 的 个人 二手 住房 贷款 什么 时候 给 我 放款 ,我 办 的 个人 二手 住房 贷款 什么 时候 给 我 放款
2551,,0,,0, 我 想 了解 你们 行 个人 二手 住房 贷款 的 放款 流程 。 ,我 想 了解 你们 行 个人 二手 住房 贷款 的 放款 流程 。
2552,,0,,0, 二手房 申请 贷款 后 需要 多 长 时间 发送 贷款 ,二手房 申请 贷款 后 需要 多 长 时间 发送 贷款
2553,,0,,0, 二手房 发放 贷款 前 都 有 哪些 手续 ,二手房 发放 贷款 前 都 有 哪些 手续
2554,! 二手房,1,! 二手 ! 房,2, 二手房 贷款 发放 的 程序 有 哪些 ,二手 房 贷款 发放 的 程序 有 哪些
2555,,0,,0, 郑州 银行 二手房 贷款 发放 的 流程 各 地区 都 一样 吗 ,郑州 银行 二手房 贷款 发放 的 流程 各 地区 都 一样 吗
2556,! 二手房,1,! 二手 ! 房,2, 什么 情况 下 才 能 发放 二手房 贷款 ,什么 情况 下 才 能 发放 二手 房 贷款
2557,,0,,0, 个人 二手 住房 贷款 办理 过程 是 ,个人 二手 住房 贷款 办理 过程 是
2558,,0,,0, 个人 二手 住房 贷款 操作 程序 是 ,个人 二手 住房 贷款 操作 程序 是
2559,,0,,0, 个人 二手 住房 贷款 操作 过程 是 ,个人 二手 住房 贷款 操作 过程 是
2560,,0,,0, 个人 二手 住房 贷款 操作 流程 是 ,个人 二手 住房 贷款 操作 流程 是
2561,,0,,0, 个人 二手 住房 贷款 的 办理 步骤 是 ,个人 二手 住房 贷款 的 办理 步骤 是
2562,,0,,0, 个人 二手 住房 贷款 的 办理 程序 是 ,个人 二手 住房 贷款 的 办理 程序 是
2563,,0,,0, 个人 二手 住房 贷款 经办 流程 是 ,个人 二手 住房 贷款 经办 流程 是
2564,,0,,0, 你们 银行 怎么样 给 我 办 个人 二手 住房 贷款 ,你们 银行 怎么样 给 我 办 个人 二手 住房 贷款
2565,,0,,0, 我 想 了解 你们 行 个人 二手 住房 贷款 的 办理 流程 。 ,我 想 了解 你们 行 个人 二手 住房 贷款 的 办理 流程 。
2566,,0,,0, 申请 二手 住房 贷款 有 哪些 手续 ,申请 二手 住房 贷款 有 哪些 手续
2567,,0,,0, 申请 二手 住房 贷款 签订 借款 合同 后 还 需要 什么 流程 ,申请 二手 住房 贷款 签订 借款 合同 后 还 需要 什么 流程
2568,,0,,0, 个人 二手 住房 贷款 办理 条件 的 要求 是 ,个人 二手 住房 贷款 办理 条件 的 要求 是
2569,,0,,0, 个人 二手 住房 贷款 办理 条件 是 ,个人 二手 住房 贷款 办理 条件 是
2570,,0,,0, 个人 二手 住房 贷款 办理 条件 有 哪些 ,个人 二手 住房 贷款 办理 条件 有 哪些
2571,,0,,0, 个人 二手 住房 贷款 的 借款人 条件 是 什么 ,个人 二手 住房 贷款 的 借款人 条件 是 什么
2572,,0,,0, 个人 二手 住房 贷款 借款人 需 具备 什么 条件 ,个人 二手 住房 贷款 借款人 需 具备 什么 条件
2573,,0,,0, 个人 二手 住房 贷款 借款人 要 符合 哪些 条件 ,个人 二手 住房 贷款 借款人 要 符合 哪些 条件
2574,,0,,0, 个人 二手 住房 贷款 要求 借款人 具备 哪些 条件 ,个人 二手 住房 贷款 要求 借款人 具备 哪些 条件
2575,,0,,0, 我 的 情况 能 不 能 办 个人 二手 住房 贷款 ,我 的 情况 能 不 能 办 个人 二手 住房 贷款
2576,,0,,0, 我 的 条件 能 不 能 办 个人 二手 住房 贷款 ,我 的 条件 能 不 能 办 个人 二手 住房 贷款
2577,,0,,0, 住房 贷款 需要 多少 首付款 ,住房 贷款 需要 多少 首付款
2578,,0,,0, 二手 住房 贷款 必须 要 所 购房 作为 抵押 吗 ,二手 住房 贷款 必须 要 所 购房 作为 抵押 吗
2579,,0,,0, 我 没有 工作 可以 申请 二手 住房 贷款 吗 ,我 没有 工作 可以 申请 二手 住房 贷款 吗
2580,,0,,0, 身份证 到期 了 可以 申请 二手 住房 贷款 吗 ,身份证 到期 了 可以 申请 二手 住房 贷款 吗
2581,! 贷款额度,1,! 贷款 ! 额度,2, 个人 二手 住房 贷款额度 如何 评估 ,个人 二手 住房 贷款 额度 如何 评估
2582,! 贷款额度,1,! 贷款 ! 额度,2, 个人 二手 住房 贷款额度 是 ,个人 二手 住房 贷款 额度 是
2583,,0,,0, 个人 二手 住房 贷款 利率 是 ,个人 二手 住房 贷款 利率 是
2584,,0,,0, 个人 二手 住房 贷款 利率 有 没 有 优惠 ,个人 二手 住房 贷款 利率 有 没 有 优惠
2585,,0,,0, 个人 二手 住房 贷款 利率 怎么 算 ,个人 二手 住房 贷款 利率 怎么 算
2586,,0,,0, 个人 二手 住房 贷款 能 贷 多久 ,个人 二手 住房 贷款 能 贷 多久
2587,,0,,0, 个人 二手 住房 贷款 能 贷 多少 钱 ,个人 二手 住房 贷款 能 贷 多少 钱
2588,,0,,0, 个人 二手 住房 贷款 期限 是 ,个人 二手 住房 贷款 期限 是
2589,,0,,0, 个人 二手 住房 贷款 期限 怎么 算 ,个人 二手 住房 贷款 期限 怎么 算
2590,,0,,0, 个人 二手 住房 贷款 最 长 能 贷款 多 长 时间 ,个人 二手 住房 贷款 最 长 能 贷款 多 长 时间
2591,,0,,0, 二手 住房 贷款 最 多 可以 贷款 多少 年 ,二手 住房 贷款 最 多 可以 贷款 多少 年
2592,,0,,0, 二手 住房 贷款 可以 自己 选择 贷款 年限 吗 ,二手 住房 贷款 可以 自己 选择 贷款 年限 吗
2593,,0,,0, 目前 二手 住房 贷款 贷款 利率 是 多少 ,目前 二手 住房 贷款 贷款 利率 是 多少
2594,,0,,0, 二手 住房 贷款 贷款 利率 可以 优惠 吗 ,二手 住房 贷款 贷款 利率 可以 优惠 吗
2595,,0,,0, 个人 二手 楼 贷款 办理 过程 是 ,个人 二手 楼 贷款 办理 过程 是
2596,,0,,0, 个人 二手 楼 贷款 操作 程序 是 ,个人 二手 楼 贷款 操作 程序 是
2597,,0,,0, 个人 二手 楼 贷款 操作 过程 是 ,个人 二手 楼 贷款 操作 过程 是
2598,,0,,0, 个人 二手 楼 贷款 操作 流程 是 ,个人 二手 楼 贷款 操作 流程 是
2599,,0,,0, 个人 二手 楼 贷款 的 办理 步骤 是 ,个人 二手 楼 贷款 的 办理 步骤 是
2600,,0,,0, 个人 二手 楼 贷款 的 办理 程序 是 ,个人 二手 楼 贷款 的 办理 程序 是
2601,,0,,0, 个人 二手 楼 贷款 经办 流程 是 ,个人 二手 楼 贷款 经办 流程 是
2602,,0,,0, 你们 银行 怎么样 给 我 办 个人 二手 楼 贷款 ,你们 银行 怎么样 给 我 办 个人 二手 楼 贷款
2603,,0,,0, 我 想 了解 你们 行 个人 二手 楼 贷款 的 办理 流程 。 ,我 想 了解 你们 行 个人 二手 楼 贷款 的 办理 流程 。
2604,,0,,0, 我 办 个人 二手 住房 带 需要 哪些 材料 ,我 办 个人 二手 住房 带 需要 哪些 材料
2605,,0,,0, 我 办 个人 二手 住房 带 需要 哪些 资料 ,我 办 个人 二手 住房 带 需要 哪些 资料
2606,,0,,0, 我 办 个人 二手 住房 贷款 你们 银行 要 什么 材料 ,我 办 个人 二手 住房 贷款 你们 银行 要 什么 材料
2607,,0,,0, 我 办 个人 二手 住房 贷款 你们 银行 要 什么 资料 ,我 办 个人 二手 住房 贷款 你们 银行 要 什么 资料
2608,,0,,0, 我 办 个人 二手 住房 贷款 需 带 什么 材料 ,我 办 个人 二手 住房 贷款 需 带 什么 材料
2609,,0,,0, 我 办 个人 二手 住房 贷款 需 带 什么 资料 ,我 办 个人 二手 住房 贷款 需 带 什么 资料
2610,,0,,0, 我 办 个人 二手 住房 贷款 需 提供 什么 材料 ,我 办 个人 二手 住房 贷款 需 提供 什么 材料
2611,,0,,0, 我 办 个人 二手 住房 贷款 需 提供 什么 资料 ,我 办 个人 二手 住房 贷款 需 提供 什么 资料
2612,,0,,0, 我 办 个人 二手 住房 贷款 需要 什么 材料 ,我 办 个人 二手 住房 贷款 需要 什么 材料
2613,,0,,0, 我 办 个人 二手 住房 贷款 需要 什么 资料 ,我 办 个人 二手 住房 贷款 需要 什么 资料
2614,! 双人 ! 贷,2,! 双人贷,1, 二手 住房 贷款 可以 双人 贷 吗 ,二手 住房 贷款 可以 双人贷 吗
2615,! 二手房,1,! 二手 ! 房,2, 我 是 个体户 申请 二手房 贷款 提供 什么 材料 ,我 是 个体户 申请 二手 房 贷款 提供 什么 材料
2616,,0,,0, 二手 住房 贷款 需要 提供 什么 ,二手 住房 贷款 需要 提供 什么
2617,,0,,0, 夫妻 申请 二手 住房 贷款 需要 提供 什么 材料 ,夫妻 申请 二手 住房 贷款 需要 提供 什么 材料
2618,! 等额 ! 本金,2,! 等 ! 额本金,2, 个人 二手 住房 贷款 还款 可以 采用 等额 本金 法 吗 ,个人 二手 住房 贷款 还款 可以 采用 等 额本金 法 吗
2619,! 本息 ! 法,2,! 本息法,1, 个人 二手 住房 贷款 还款 可以 采用 等额 本息 法 吗 ,个人 二手 住房 贷款 还款 可以 采用 等额 本息法 吗
2620,! 等比 ! 递减 ! 法,3,! 等 ! 比递 ! 减法,3, 个人 二手 住房 贷款 还款 能 用 等比 递减 法 吗 ,个人 二手 住房 贷款 还款 能 用 等 比递 减法 吗
2621,! 等比 ! 递增 ! 法,3,! 等 ! 比 ! 递 ! 增法,4, 个人 二手 住房 贷款 还款 能 用 等比 递增 法 吗 ,个人 二手 住房 贷款 还款 能 用 等 比 递 增法 吗
2622,! 等额 ! 递减 ! 法,3,! 等 ! 额递 ! 减法,3, 个人 二手 住房 贷款 还款 能 用 等额 递减 法 吗 ,个人 二手 住房 贷款 还款 能 用 等 额递 减法 吗
2623,! 等额 ! 递增 ! 法,3,! 等 ! 额 ! 递 ! 增法,4, 个人 二手 住房 贷款 还款 能 用 等额 递增 法 吗 ,个人 二手 住房 贷款 还款 能 用 等 额 递 增法 吗
2624,,0,,0, 个人 二手 住房 贷款 还款 有 什么样 方式 ,个人 二手 住房 贷款 还款 有 什么样 方式
2625,,0,,0, 个人 二手 住房 贷款 可以 利用 哪些 方式 进行 还款 ,个人 二手 住房 贷款 可以 利用 哪些 方式 进行 还款
2626,,0,,0, 个人 二手 住房 贷款 有 多少 种 还款 方式 ,个人 二手 住房 贷款 有 多少 种 还款 方式
2627,,0,,0, 个人 二手 住房 贷款 包括 哪些 后续 服务 ,个人 二手 住房 贷款 包括 哪些 后续 服务
2628,,0,,0, 个人 二手 住房 贷款 能 部分 提前 还款 吗 ,个人 二手 住房 贷款 能 部分 提前 还款 吗
2629,,0,,0, 个人 二手 住房 贷款 能 全部 提前 还款 吗 ,个人 二手 住房 贷款 能 全部 提前 还款 吗
2630,! 还款期,1,! 还 ! 款期,2, 个人 二手 住房 贷款 能 缩短 还款期 吗 ,个人 二手 住房 贷款 能 缩短 还 款期 吗
2631,,0,,0, 个人 二手 住房 贷款 能 提供 缩短 贷款 期限 吗 ,个人 二手 住房 贷款 能 提供 缩短 贷款 期限 吗
2632,,0,,0, 个人 二手 住房 贷款 能 提供 延长 贷款 期限 吗 ,个人 二手 住房 贷款 能 提供 延长 贷款 期限 吗
2633,,0,,0, 个人 二手 住房 贷款 能 延长 还款期 吗 ,个人 二手 住房 贷款 能 延长 还款期 吗
2634,,0,,0, 个人 二手 住房 贷款 提供 什么 后续 服务 ,个人 二手 住房 贷款 提供 什么 后续 服务
2635,,0,,0, 个人 二手 住房 贷款 有 什么 后续 服务 ,个人 二手 住房 贷款 有 什么 后续 服务
2636,,0,,0, 二手 住房 贷款 有 哪些 方面 的 服务 ,二手 住房 贷款 有 哪些 方面 的 服务
2637,,0,,0, 二手 住房 贷款 可以 转 按 揭 吗 ,二手 住房 贷款 可以 转 按 揭 吗
2638,,0,,0, 个人 二手 住房 车库 ( 位 ) 贷款 如何 办理 ,个人 二手 住房 车库 ( 位 ) 贷款 如何 办理
2639,,0,,0, 个人 二手 住房 车库 ( 位 ) 贷款 有 哪些 限制 ,个人 二手 住房 车库 ( 位 ) 贷款 有 哪些 限制
2640,,0,,0, 个人 二手 住房 车库 ( 位 ) 贷款 有 哪些 要求 ,个人 二手 住房 车库 ( 位 ) 贷款 有 哪些 要求
2641,,0,,0, 个人 二手 住房 车库 贷款 的 办理 要求 ,个人 二手 住房 车库 贷款 的 办理 要求
2642,! 怎么 ! 办,2,! 怎么办,1, 个人 二手 住房 车库 贷款 怎么 办 ,个人 二手 住房 车库 贷款 怎么办
2643,! 要 ! 求是,2,! 要求 ! 是,2, 个人 二手 住房 车位 贷款 的 要 求是 ,个人 二手 住房 车位 贷款 的 要求 是
2644,,0,,0, 个人 二手 住房 车位 贷款 该 怎么 申请 ,个人 二手 住房 车位 贷款 该 怎么 申请
2645,,0,,0, 可以 办理 个人 二手 住房 车库 贷款 么 ,可以 办理 个人 二手 住房 车库 贷款 么
2646,,0,,0, 如何 办 个人 二手 住房 车库 ( 位 ) 贷款 ,如何 办 个人 二手 住房 车库 ( 位 ) 贷款
2647,,0,,0, 我 要 买 车位 ， 能 贷款 吗 ,我 要 买 车位 ， 能 贷款 吗
2648,,0,,0, 介绍 下 二手 住房 车位 贷款 的 情况 ,介绍 下 二手 住房 车位 贷款 的 情况
2649,,0,,0, 二手 住房 贷款 申请 后 可以 同时 申请 与 住房 配套 的 车位 贷款 吗 ,二手 住房 贷款 申请 后 可以 同时 申请 与 住房 配套 的 车位 贷款 吗
2650,,0,,0, 车位 住房 贷款 与 二手 住房 贷款 同时 申请 的 可以 合并 发 贷款 吗 ,车位 住房 贷款 与 二手 住房 贷款 同时 申请 的 可以 合并 发 贷款 吗
2651,! 不 ! 能,2,! 不能,1, 车位 不 能 办理 独立 的 所有权 证书 ， 能否 与 住房 贷款 合 申请 贷款 ,车位 不能 办理 独立 的 所有权 证书 ， 能否 与 住房 贷款 合 申请 贷款
2652,! 行 ! 现在 ! 套房,3,! 行现 ! 在 ! 套 ! 房,4, 你 行 现在 1 套房 贷款 利率 优惠 能 有 多少 ,你 行现 在 1 套 房 贷款 利率 优惠 能 有 多少
2653,! 行 ! 现在 ! 限制措施,3,! 行现 ! 在 ! 限制 ! 措施,4, 你 行 现在 办 住房 贷款 的 限制措施 都 有 什么 ,你 行现 在 办 住房 贷款 的 限制 措施 都 有 什么
2654,! 行 ! 现在,2,! 行现 ! 在,2, 你 行 现在 办 住房 贷款 的 政策 优惠 有 哪些 ,你 行现 在 办 住房 贷款 的 政策 优惠 有 哪些
2655,! 行 ! 现在,2,! 行现 ! 在,2, 你 行 现在 办 住房 贷款 的 政策 有 哪些 优惠 ,你 行现 在 办 住房 贷款 的 政策 有 哪些 优惠
2656,! 行 ! 现在,2,! 行现 ! 在,2, 你 行 现在 住房 贷款 的 优惠 都 有 哪些 ,你 行现 在 住房 贷款 的 优惠 都 有 哪些
2657,! 行 ! 现在,2,! 行现 ! 在,2, 你 行 现在 住房 贷款 利率 能 有 几 折 优惠 ,你 行现 在 住房 贷款 利率 能 有 几 折 优惠
2658,! 行 ! 现在,2,! 行现 ! 在,2, 你 行 现在 住房 贷款 首付款 比例 最低 是 多少 ,你 行现 在 住房 贷款 首付款 比例 最低 是 多少
2659,! 行 ! 现在,2,! 行现 ! 在,2, 你 行 现在 住房 贷款 有 什么 政策 ,你 行现 在 住房 贷款 有 什么 政策
2660,! 行 ! 现在,2,! 行现 ! 在,2, 你 行 现在 住房 贷款 有 优惠 吗 ,你 行现 在 住房 贷款 有 优惠 吗
2661,! 未 ! 结清,2,! 未结清,1, 首 套 住房 贷款 未 结清 ， 可以 申请 二 套 住房 贷款 吗 ,首 套 住房 贷款 未结清 ， 可以 申请 二 套 住房 贷款 吗
2662,! 名 ! 下 ! 几套,3,! 名下 ! 几 ! 套,3, 个人 名 下 对 几套 房屋 可以 同时 贷款 ,个人 名下 对 几 套 房屋 可以 同时 贷款
2663,,0,,0, 首 套 住房 贷款 ， 首付款 比例 是 多少 ,首 套 住房 贷款 ， 首付款 比例 是 多少
2664,,0,,0, 之前 有 一 套 住房 贷款 ， 现在 想 买 第二 套 住房 可以 贷款 吗 ,之前 有 一 套 住房 贷款 ， 现在 想 买 第二 套 住房 可以 贷款 吗
2665,! 薪 ! 贷,2,! 薪贷,1, 你们 银行 怎么样 给 我 办 随 薪 贷 ,你们 银行 怎么样 给 我 办 随 薪贷
2666,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 办理 过程 是 ,随 薪贷 办理 过程 是
2667,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 操作 程序 是 ,随 薪贷 操作 程序 是
2668,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 操作 过程 是 ,随 薪贷 操作 过程 是
2669,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 操作 流程 是 ,随 薪贷 操作 流程 是
2670,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 的 办理 程序 是 ,随 薪贷 的 办理 程序 是
2671,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 的 操作 步骤 是 ,随 薪贷 的 操作 步骤 是
2672,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 经办 流程 是 ,随 薪贷 经办 流程 是
2673,! 薪 ! 贷,2,! 薪贷,1, 我 想 了解 你们 行 随 薪 贷 的 办理 流程 。 ,我 想 了解 你们 行 随 薪贷 的 办理 流程 。
2674,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 申请 需要 多 长 时间 ,随 薪贷 申请 需要 多 长 时间
2675,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 申请 后 审批 时间 是 多久 ,随 薪贷 申请 后 审批 时间 是 多久
2676,! 薪 ! 贷,2,! 薪贷,1, 什么 条件 可以 办理 随 薪 贷 ,什么 条件 可以 办理 随 薪贷
2677,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 办理 条件 是 ,随 薪贷 办理 条件 是
2678,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 办理 条件 有 哪些 ,随 薪贷 办理 条件 有 哪些
2679,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 对 借款人 有 何 要求 ,随 薪贷 对 借款人 有 何 要求
2680,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 对 年龄 有 要求 吗 ,随 薪贷 对 年龄 有 要求 吗
2681,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 借款人 需 具备 什么 条件 ,随 薪贷 借款人 需 具备 什么 条件
2682,! 薪 ! 贷,2,! 薪贷,1, 随 薪 贷 借款人 要 符合 哪些 条件 ,随 薪贷 借款人 要 符合 哪些 条件
2683,! 薪 ! 贷,2,! 薪贷,1, 我 的 情况 能 不 能 办 随 薪 贷 ,我 的 情况 能 不 能 办 随 薪贷
2684,! 薪 ! 贷,2,! 薪贷,1, 我 的 条件 能 不 能 办 随 薪 贷 ,我 的 条件 能 不 能 办 随 薪贷
