,领域,类别,问题,扩展问题,SegmentedInput,SegmentedTarget
75,个人理财,国债业务,记帐式国债有什么功能,记账式国债的功能包括哪些,记账式_a 国债_n 的_u 功能_n 包括_v 哪些_r,记帐式_a 国债_n 有_v 什么_r 功能_n
76,个人理财,国债业务,记帐式国债有什么功能,记账式国债的功能都有什么,记账式_a 国债_n 的_u 功能_n 都_d 有_v 什么_r,记帐式_a 国债_n 有_v 什么_r 功能_n
77,个人理财,国债业务,记帐式国债有什么功能,记账式国债的功能分别是什么,记账式_a 国债_n 的_u 功能_n 分别_d 是_v 什么_r,记帐式_a 国债_n 有_v 什么_r 功能_n
78,个人理财,国债业务,记帐式国债有什么功能,记账式国债的功能是,记账式_a 国债_n 的_u 功能_n 是_v,记帐式_a 国债_n 有_v 什么_r 功能_n
79,个人理财,国债业务,记帐式国债有什么功能,记账式国债的具体功能是什么,记账式_a 国债_n 的_u 具体_a 功能_n 是_v 什么_r,记帐式_a 国债_n 有_v 什么_r 功能_n
80,个人理财,国债业务,记帐式国债有什么功能,记账式国债功能的具体内容是什么,记账式_a 国债_n 功能_n 的_u 具体_a 内容_n 是_v 什么_r,记帐式_a 国债_n 有_v 什么_r 功能_n
81,个人理财,国债业务,记帐式国债有什么功能,哪些是记账式国债的功能,哪些_r 是_v 记账式_a 国债_n 的_u 功能_n,记帐式_a 国债_n 有_v 什么_r 功能_n
82,个人理财,国债业务,记帐式国债有什么功能,债券账户托管是记账式国债的功能吗,债券_n 账户_n 托管_v 是_v 记账式_a 国债_n 的_u 功能_n 吗_u,记帐式_a 国债_n 有_v 什么_r 功能_n
83,个人理财,国债业务,记帐式国债有什么功能,转托管是记账式国债的功能吗,转托管_n 是_v 记账式_a 国债_n 的_u 功能_n 吗_u,记帐式_a 国债_n 有_v 什么_r 功能_n
84,个人理财,国债业务,记账式国债的交易渠道有哪些,电话银行可以进行记账式国债的交易吗,电话_n 银行_n 可以_v 进行_v 记账式_a 国债_n 的_u 交易吗_n,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
85,个人理财,国债业务,记账式国债的交易渠道有哪些,记账式国债交易只能到柜台去办理吗,记账式_a 国债_n 交易_n 只_d 能_v 到_v 柜台_n 去_v 办理_v 吗_u,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
86,个人理财,国债业务,记账式国债的交易渠道有哪些,记账式国战的买入可以通过什么渠道交易,记账式_a 国战_n 的_u 买_v 入_v 可以_v 通过_p 什么_r 渠道_n 交易_v,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
87,个人理财,国债业务,记账式国债的交易渠道有哪些,记账式国战的卖出可以通过什么渠道交易,记账式_a 国战_n 的_u 卖_v 出_v 可以_v 通过_p 什么_r 渠道_n 交易_v,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
88,个人理财,国债业务,记账式国债的交易渠道有哪些,可以通过几种方式来进行记账式国债的买入和卖出交易,可以_v 通过_p 几_m 种_q 方式_n 来_v 进行_v 记账式_a 国债_n 的_u 买入_n 和_c 卖_v 出_v 交易_n,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
89,个人理财,国债业务,记账式国债的交易渠道有哪些,可以通过什么方式进行记账式国债买入或卖出,可以_v 通过_p 什么_r 方式_n 进行_v 记账式_a 国债_n 买_v 入_v 或_c 卖_v 出_v,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
90,个人理财,国债业务,记账式国债的交易渠道有哪些,哪些方式可以进行记账式国债的买入或卖出,哪些_r 方式_n 可以_v 进行_v 记账式_a 国债_n 的_u 买入_v 或_c 卖_v 出_v,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
91,个人理财,国债业务,记账式国债的交易渠道有哪些,郑州银行柜台可以进行记账式国债的买入和卖出交易吗,郑州_ns 银行_n 柜台_n 可以_v 进行_v 记账式_a 国债_n 的_u 买入_n 和_c 卖_v 出_v 交易吗_n,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
92,个人理财,国债业务,记账式国债的交易渠道有哪些,网点可以进行进行记账式国债的交易吗,网点_n 可以_v 进行_v 进行_v 记账式_a 国债_n 的_u 交易吗_n,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
93,个人理财,国债业务,记账式国债的交易渠道有哪些,自助终端可以进行记账式国债的交易吗,自助_a 终端_n 可以_v 进行_v 记账式_a 国债_n 的_u 交易吗_n,记账式_a 国债_n 的_u 交易_n 渠道_n 有_v 哪些_r
94,个人理财,国债业务,记账式国债购买收取的手续费,第一次开记账式国债账户收费吗,第一_m 次_q 开记_v 账式_n 国债_n 账户_n 收费_v 吗_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
95,个人理财,国债业务,记账式国债购买收取的手续费,购买记账式国债如何收费,购买_v 记账式_a 国债_n 如何_r 收费_v,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
96,个人理财,国债业务,记账式国债购买收取的手续费,购买记账式国债是怎么收费的,购买_v 记账式_a 国债_n 是_v 怎么_r 收费_v 的_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
97,个人理财,国债业务,记账式国债购买收取的手续费,记账式国债进行交易收费是一次性的吗,记账式_a 国债_n 进行_v 交易_v 收费_v 是_v 一次性_a 的_u 吗_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
98,个人理财,国债业务,记账式国债购买收取的手续费,记账式国债以后再进行交易还收费吗,记账式_a 国债_n 以后_f 再_d 进行_v 交易_v 还_d 收费_v 吗_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
99,个人理财,国债业务,记账式国债购买收取的手续费,开立记账式国债是开的普通账户吗,开立_v 记账式_a 国债_n 是_v 开_v 的_u 普通_a 账户_n 吗_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
100,个人理财,国债业务,记账式国债购买收取的手续费,开立记账式国债收费吗,开立_v 记账式_a 国债_n 收费_v 吗_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
101,个人理财,国债业务,记账式国债购买收取的手续费,开立记账式国债需要开立专用账户吗,开立_v 记账式_a 国债_n 需要_v 开立_v 专用_v 账户_n 吗_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
102,个人理财,国债业务,记账式国债购买收取的手续费,普通账户可以开立记账式国债吗,普通_a 账户_n 可以_v 开立_v 记账式_a 国债_n 吗_u,记账式_a 国债_n 购买_v 收取_v 的_u 手续费_n
103,个人理财,国债业务,记账式国债交易如何销户,个人如何把记账式国债销户了,个人_n 如何_r 把_p 记账式_a 国债_n 销_v 户_g 了_u,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
104,个人理财,国债业务,记账式国债交易如何销户,记账式国债是要在郑州银行销户吗,记账式_a 国债_n 是_v 要_v 在_p 郑州_ns 银行_n 销_v 户_g 吗_u,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
105,个人理财,国债业务,记账式国债交易如何销户,记账式国债销户需要带身份证吗,记账式_a 国债_n 销_v 户_g 需要_v 带_v 身份证_n 吗_u,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
106,个人理财,国债业务,记账式国债交易如何销户,记账式国债销户需要带什么资料,记账式_a 国债_n 销_v 户_g 需要_v 带_v 什么_r 资料_n,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
107,个人理财,国债业务,记账式国债交易如何销户,记账式国债销户怎么操作,记账式_a 国债_n 销_v 户_g 怎么_r 操作_v,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
108,个人理财,国债业务,记账式国债交易如何销户,记账式国债怎么撤销掉,记账式_a 国债_n 怎么_r 撤销_v 掉_v,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
109,个人理财,国债业务,记账式国债交易如何销户,取消记账式国债如何操作,取消_v 记账式_n 国债_n 如何_r 操作_v,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
110,个人理财,国债业务,记账式国债交易如何销户,怎么撤销在郑州银行开立的记账式国债,怎么_r 撤销_v 在_p 郑州_ns 银行_n 开立_v 的_u 记账式_a 国债_n,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
111,个人理财,国债业务,记账式国债交易如何销户,怎样把已办理的记账式国债撤销了,怎样_r 把_p 已_d 办理_v 的_u 记账式_a 国债_n 撤销_v 了_u,记账式_a 国债_n 交易_n 如何_r 销_v 户_g
112,个人理财,国债业务,记账式国债交易时间,法定节假日可以进行记帐式国债交易吗,法定_a 节假日_t 可以_v 进行_v 记帐式_a 国债_n 交易吗_n,记账式_a 国债_n 交易_v 时间_n
113,个人理财,国债业务,记账式国债交易时间,记帐式国债的交易时间是全天的吗,记帐式_a 国债_n 的_u 交易_v 时间_n 是_v 全天_n 的_u 吗_u,记账式_a 国债_n 交易_v 时间_n
114,个人理财,国债业务,记账式国债交易时间,记帐式国债的具体交易时间,记帐式_a 国债_n 的_u 具体_a 交易_v 时间_n,记账式_a 国债_n 交易_v 时间_n
115,个人理财,国债业务,记账式国债交易时间,记帐式国债几点开始进行交易,记帐式_a 国债_n 几_m 点_q 开始_v 进行_v 交易_v,记账式_a 国债_n 交易_v 时间_n
116,个人理财,国债业务,记账式国债交易时间,记帐式国债几点停止交易,记帐式_a 国债_n 几_m 点_q 停止_v 交易_v,记账式_a 国债_n 交易_v 时间_n
117,个人理财,国债业务,记账式国债交易时间,记帐式国债交易中午还交易吗,记帐式_a 国债_n 交易_v 中午_t 还_d 交易_v 吗_u,记账式_a 国债_n 交易_v 时间_n
118,个人理财,国债业务,记账式国债交易时间,记帐式国债什么时候可以开始交易,记帐式_a 国债_n 什么_r 时候_n 可以_v 开始_v 交易_v,记账式_a 国债_n 交易_v 时间_n
119,个人理财,国债业务,记账式国债交易时间,记帐式国债午间是否停盘,记帐式_a 国债_n 午间_t 是否_v 停盘_v,记账式_a 国债_n 交易_v 时间_n
120,个人理财,国债业务,记账式国债交易时间,记帐式国债星期一到星期五的交易时间,记帐式_a 国债_n 星期一_t 到_v 星期五_t 的_u 交易_v 时间_n,记账式_a 国债_n 交易_v 时间_n
121,个人理财,国债业务,记账式国债交易时间,记帐式国债周末可以进行交易吗,记帐式_a 国债_n 周末_t 可以_v 进行_v 交易_v 吗_u,记账式_a 国债_n 交易_v 时间_n
122,个人理财,国债业务,记账式国债交易信息如何查询,查询记账式国债交易信息到哪个网点办理业务,查询_v 记账式_a 国债_n 交易_n 信息_n 到_v 哪个_r 网点_n 办理_v 业务_n,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
123,个人理财,国债业务,记账式国债交易信息如何查询,查询记账式国债买卖价格的网址是什么,查询_v 记账式_a 国债_n 买卖_v 价格_n 的_u 网址_n 是_v 什么_r,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
124,个人理财,国债业务,记账式国债交易信息如何查询,查询记账式国债买卖交易信息需要携带身份证件吗,查询_v 记账式_a 国债_n 买卖_v 交易_n 信息_n 需要_v 携带_v 身份_n 证件_n 吗_u,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
125,个人理财,国债业务,记账式国债交易信息如何查询,查询记账式国债信息需要带什么资料,查询_v 记账式_a 国债_n 信息_n 需要_v 带_v 什么_r 资料_n,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
126,个人理财,国债业务,记账式国债交易信息如何查询,查询记账式国债债券持有量系统的电话是多少,查询_v 记账式_a 国债_n 债券_n 持有量_n 系统_n 的_u 电话_n 是_v 多少_r,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
127,个人理财,国债业务,记账式国债交易信息如何查询,记账式国债的查询电话是多少,记账式_a 国债_n 的_u 查询_v 电话_n 是_v 多少_r,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
128,个人理财,国债业务,记账式国债交易信息如何查询,记账式国债可以到哪里去查询相关信息,记账式_a 国债_n 可以_v 到_v 哪里_r 去_v 查询_v 相关_v 信息_n,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
129,个人理财,国债业务,记账式国债交易信息如何查询,记账式国债买卖价格是要到开户行查询吗,记账式_a 国债_n 买卖_v 价格_n 是_v 要_v 到_v 开户行_n 查询_v 吗_u,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
130,个人理财,国债业务,记账式国债交易信息如何查询,如何查询记账式国债持有量,如何_r 查询_v 记账式_a 国债_n 持有量_n,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
131,个人理财,国债业务,记账式国债交易信息如何查询,如何查询记账式国债买卖价格,如何_r 查询_v 记账式_a 国债_n 买卖_v 价格_n,记账式_a 国债_n 交易_n 信息_n 如何_r 查询_v
132,个人理财,国债业务,凭证式储蓄国债如何兑付,办理过关联账户的，兑付后资金在什么时候转入到账户中,办理_v 过_u 关联_v 账户_n 的_u ，_w 兑付_v 后_f 资金_n 在_p 什么_r 时候_n 转入_v 到_v 账户_n 中_f,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
133,个人理财,国债业务,凭证式储蓄国债如何兑付,带什么材料办理凭证式储蓄国债兑付,带_v 什么_r 材料_n 办理_v 凭证式_a 储蓄_v 国债_n 兑付_v,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
134,个人理财,国债业务,凭证式储蓄国债如何兑付,没有办理过关联账户的，兑付后资金在什么时候转入到账户中,没有_d 办理_v 过_u 关联_v 账户_n 的_u ，_w 兑付_v 后_f 资金_n 在_p 什么_r 时候_n 转入_v 到_v 账户_n 中_f,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
135,个人理财,国债业务,凭证式储蓄国债如何兑付,哪种账户兑付后资金会自动转入到账户中,哪_r 种_q 账户_n 兑付_v 后_f 资金会_n 自动_d 转入_v 到_v 账户_n 中_f,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
136,个人理财,国债业务,凭证式储蓄国债如何兑付,哪种账户需要到柜台办理兑付业务,哪_r 种_q 账户_n 需要_v 到_v 柜台_n 办理_v 兑付_v 业务_n,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
137,个人理财,国债业务,凭证式储蓄国债如何兑付,凭证式储蓄国债到期后去哪里兑换,凭证式_a 储蓄_v 国债_n 到期_v 后_f 去_v 哪里_r 兑换_v,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
138,个人理财,国债业务,凭证式储蓄国债如何兑付,凭证式储蓄国债到期后怎么拿到钱,凭证式_a 储蓄_v 国债_n 到期_v 后_f 怎么_r 拿_v 到_v 钱_n,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
139,个人理财,国债业务,凭证式储蓄国债如何兑付,凭证式国债到期后对于兑付有什么要求,凭证式_a 国债_n 到期_v 后_f 对于_p 兑付_v 有_v 什么_r 要求_v,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
140,个人理财,国债业务,凭证式储蓄国债如何兑付,凭证式国债兑付是怎么规定的,凭证式_a 国债_n 兑付_v 是_v 怎么_r 规定_v 的_u,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
141,个人理财,国债业务,凭证式储蓄国债如何兑付,网点可否办理凭证式储蓄国债的兑付业务,网点_n 可否_v 办理_v 凭证式_a 储蓄_v 国债_n 的_u 兑付_v 业务_n,凭证式_a 储蓄_v 国债_n 如何_r 兑付_v
142,个人理财,国债业务,凭证式国债如何办理提前兑付,办理凭证式国债提前兑付需要带什么资料,办理_v 凭证式_a 国债_n 提前_v 兑付_v 需要_v 带_v 什么_r 资料_n,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
143,个人理财,国债业务,凭证式国债如何办理提前兑付,凭证式国债的提前兑付可以到哪里办理业务,凭证式_a 国债_n 的_u 提前_v 兑付_v 可以_v 到_v 哪里_r 办理_v 业务_n,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
144,个人理财,国债业务,凭证式国债如何办理提前兑付,凭证式国债提前兑付区分关联账户和不关联账户吗,凭证式_a 国债_n 提前_v 兑付_v 区分_v 关联_v 账户_n 和_c 不_d 关联_v 账户_n 吗_u,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
145,个人理财,国债业务,凭证式国债如何办理提前兑付,凭证式国债提前兑付是怎么规定的,凭证式_a 国债_n 提前_v 兑付_v 是_v 怎么_r 规定_v 的_u,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
146,个人理财,国债业务,凭证式国债如何办理提前兑付,提前兑付凭证式国债是要到柜台办理吗,提前_v 兑付_v 凭证式_a 国债_n 是_v 要_v 到_v 柜台_n 办理_v 吗_u,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
147,个人理财,国债业务,凭证式国债如何办理提前兑付,网点可否受理凭证式国债提前兑付的业务,网点_n 可否_v 受理_v 凭证式_a 国债_n 提前_v 兑付_v 的_u 业务_n,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
148,个人理财,国债业务,凭证式国债如何办理提前兑付,未关联账户的凭证式国债如何提前兑付,未_d 关联_v 账户_n 的_u 凭证式_a 国债_n 如何_r 提前_v 兑付_v,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
149,个人理财,国债业务,凭证式国债如何办理提前兑付,未关联账户的凭证式国债以什么方式把钱转给投资者,未_d 关联_v 账户_n 的_u 凭证式_a 国债_n 以_p 什么_r 方式_n 把_p 钱_n 转给_v 投资者_n,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
150,个人理财,国债业务,凭证式国债如何办理提前兑付,已关联账户的凭证式国债如何提前兑付,已_d 关联_v 账户_n 的_u 凭证式_a 国债_n 如何_r 提前_v 兑付_v,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
151,个人理财,国债业务,凭证式国债如何办理提前兑付,怎么办理凭证式国债的提前兑付,怎么_r 办理_v 凭证式_a 国债_n 的_u 提前_v 兑付_v,凭证式_a 国债_n 如何_r 办理_v 提前_v 兑付_v
152,个人理财,国债业务,企业如何开立记帐式国债,开户单位为分支机构的办理记帐式国债需要带什么材料,开户_v 单位_n 为_v 分支_n 机构_n 的_u 办理_v 记帐式_a 国债_n 需要_v 带_v 什么_r 材料_n,企业_n 如何_r 开立_v 记帐式_a 国债_n
153,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债是否需要携带法人代表的身份证件,企业_n 开立_v 记账式_a 国债_n 是否_v 需要_v 携带_v 法人_n 代表_n 的_u 身份_n 证件_n,企业_n 如何_r 开立_v 记帐式_a 国债_n
154,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债是否需要携带企业法人营业执照,企业_n 开立_v 记账式_a 国债_n 是否_v 需要_v 携带_v 企业_n 法人_n 营业执照_n,企业_n 如何_r 开立_v 记帐式_a 国债_n
155,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债是否需要携带身份证件复印件,企业_n 开立_v 记账式_a 国债_n 是否_v 需要_v 携带_v 身份_n 证件_n 复印件_n,企业_n 如何_r 开立_v 记帐式_a 国债_n
156,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债需要的资料有哪些,企业_n 开立_v 记账式_a 国债_n 需要_v 的_u 资料_n 有_v 哪些_r,企业_n 如何_r 开立_v 记帐式_a 国债_n
157,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债需要提供经办人有效身份证件吗,企业_n 开立_v 记账式_a 国债_n 需要_v 提供_v 经办人_n 有效_a 身份_n 证件_n 吗_u,企业_n 如何_r 开立_v 记帐式_a 国债_n
158,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债需要提供什么资料,企业_n 开立_v 记账式_a 国债_n 需要_v 提供_v 什么_r 资料_n,企业_n 如何_r 开立_v 记帐式_a 国债_n
159,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债需要携带机构代码证吗,企业_n 开立_v 记账式_a 国债_n 需要_v 携带_v 机构_n 代码证_n 吗_u,企业_n 如何_r 开立_v 记帐式_a 国债_n
160,个人理财,国债业务,企业如何开立记帐式国债,企业开立记账式国债需要携带哪些手续,企业_n 开立_v 记账式_a 国债_n 需要_v 携带_v 哪些_r 手续_n,企业_n 如何_r 开立_v 记帐式_a 国债_n
161,个人理财,国债业务,企业如何开立记帐式国债,企业怎么开立记账式国债,企业_n 怎么_r 开_v 立_v 记账式_a 国债_n,企业_n 如何_r 开立_v 记帐式_a 国债_n
162,个人理财,国债业务,什么是储蓄式国债,储蓄式国债是郑州银行发行的吗,储蓄式_a 国债_n 是_v 郑州_ns 银行_n 发行_v 的_u 吗_u,什么_r 是_v 储蓄式_a 国债_n
163,个人理财,国债业务,什么是储蓄式国债,储蓄式国债在郑州银行可以购买吗,储蓄式_a 国债_n 在_p 郑州_ns 银行_n 可以_v 购买_v 吗_u,什么_r 是_v 储蓄式_a 国债_n
164,个人理财,国债业务,什么是储蓄式国债,郑州银行卖储蓄式国债么,郑州_ns 银行_n 卖_v 储蓄式_a 国债_n 么_u,什么_r 是_v 储蓄式_a 国债_n
165,个人理财,国债业务,什么是储蓄式国债,如何理解储蓄式国债,如何_r 理解_v 储蓄式_a 国债_n,什么_r 是_v 储蓄式_a 国债_n
166,个人理财,国债业务,什么是储蓄式国债,什么叫储式蓄国债,什么_r 叫_v 储式_n 蓄_v 国债_n,什么_r 是_v 储蓄式_a 国债_n
167,个人理财,国债业务,什么是储蓄式国债,我行代理国家发行、兑付储蓄国债及办理经批准的与储蓄国债相关的其他各类业务是什么,我行_n 代理_v 国家_n 发行_v 、_w 兑付_v 储蓄_v 国债_n 及_c 办理_v 经_p 批准_v 的_u 与_p 储蓄_v 国债_n 相关_v 的_u 其他_r 各类_r 业务_n 是_v 什么_r,什么_r 是_v 储蓄式_a 国债_n
168,个人理财,国债业务,什么是电子式储蓄国债,电子式储蓄国债是面向个人的吗,电子式_n 储蓄_v 国债_n 是_v 面向_v 个人_n 的_u 吗_u,什么_r 是_v 电子式_n 储蓄_v 国债_n
169,个人理财,国债业务,什么是电子式储蓄国债,国家在境内发行，通过储蓄国债承销团成员面向个人销售的、以电子方式记录债权的不可流通人民币债券是什么国债,国家_n 在_p 境内_s 发行_v ，_w 通过_p 储蓄_v 国债_n 承销团_n 成员_n 面向_v 个人_n 销售_v 的_u 、_w 以_p 电子_n 方式_n 记录_v 债权_n 的_u 不可_v 流通_v 人民币_n 债券_n 是_v 什么_r 国债_n,什么_r 是_v 电子式_n 储蓄_v 国债_n
170,个人理财,国债业务,什么是电子式储蓄国债,如何理解电子式储蓄国债,如何_r 理解_v 电子式_n 储蓄_v 国债_n,什么_r 是_v 电子式_n 储蓄_v 国债_n
171,个人理财,国债业务,什么是记账式国债,记账式国债的内容,记账式_a 国债_n 的_u 内容_n,什么_r 是_v 记账式_a 国债_n
172,个人理财,国债业务,什么是记账式国债,记账式国债可以在柜台进行交易吗,记账式_a 国债_n 可以_v 在_p 柜台_n 进行_v 交易_v 吗_u,什么_r 是_v 记账式_a 国债_n
173,个人理财,国债业务,什么是记账式国债,记账式国债可在哪里进行交易,记账式_a 国债_n 可_v 在_p 哪里_r 进行_v 交易_v,什么_r 是_v 记账式_a 国债_n
174,个人理财,国债业务,什么是记账式国债,记账式国债是什么意思,记账式_a 国债_n 是_v 什么_r 意思_n,什么_r 是_v 记账式_a 国债_n
175,个人理财,国债业务,什么是记账式国债,如何理解记账式国债,如何_r 理解_v 记账式_a 国债_n,什么_r 是_v 记账式_a 国债_n
176,个人理财,国债业务,什么是记账式国债,怎么理解记账式国债,怎么_r 理解_v 记账式_a 国债_n,什么_r 是_v 记账式_a 国债_n
177,个人理财,国债业务,什么是凭证式储蓄国债,国家通过储蓄国债承销团成员，以填制《中华人民共和国凭证式国债收款凭证》的方式，面向个人发行的储蓄型国债是什么国债,国家_n 通过_p 储蓄_v 国债_n 承销团_n 成员_n ，_w 以_p 填制_v 《_w 中华人民共和国_ns 凭证式_a 国债_n 收款_v 凭证_n 》_w 的_u 方式_n ，_w 面向_v 个人_n 发行_v 的_u 储蓄型_n 国债_n 是_v 什么_r 国债_n,什么_r 是_v 凭证式_a 储蓄_v 国债_n
178,个人理财,国债业务,什么是凭证式储蓄国债,凭证式储蓄国债是面向个人的吗,凭证式_a 储蓄_v 国债_n 是_v 面向_v 个人_n 的_u 吗_u,什么_r 是_v 凭证式_a 储蓄_v 国债_n
179,个人理财,国债业务,什么是凭证式储蓄国债,凭证式储蓄国债是什么意思,凭证式_a 储蓄_v 国债_n 是_v 什么_r 意思_n,什么_r 是_v 凭证式_a 储蓄_v 国债_n
180,个人理财,国债业务,什么是凭证式储蓄国债,如何理解凭证式储蓄国债,如何_r 理解_v 凭证式_a 储蓄_v 国债_n,什么_r 是_v 凭证式_a 储蓄_v 国债_n
181,个人理财,基金业务,股票型基金、债券型基金、货币型基金、混合型基金，赎回的资金分别需要几个工作日到账,基金赎回多久才能到账,基金_n 赎_v 回_v 多久_r 才_d 能_v 到账_v,股票型_n 基金_n 、_w 债券型_n 基金_n 、_w 货币型_n 基金_n 、_w 混合型_a 基金_n ，_w 赎回_v 的_u 资金_n 分别_d 需要_v 几_m 个_q 工作日_n 到账_v
182,个人理财,基金业务,股票型基金、债券型基金、货币型基金、混合型基金，赎回的资金分别需要几个工作日到账,基金赎回多久拿到钱,基金_n 赎_v 回_v 多久_r 拿_v 到_v 钱_n,股票型_n 基金_n 、_w 债券型_n 基金_n 、_w 货币型_n 基金_n 、_w 混合型_a 基金_n ，_w 赎回_v 的_u 资金_n 分别_d 需要_v 几_m 个_q 工作日_n 到账_v
183,个人理财,基金业务,股票型基金、债券型基金、货币型基金、混合型基金，赎回的资金分别需要几个工作日到账,基金赎回后多长时间钱到自己账户上,基金_n 赎_j 回_j 后_f 多_d 长_a 时间_n 钱_n 到_v 自己_r 账户_n 上_f,股票型_n 基金_n 、_w 债券型_n 基金_n 、_w 货币型_n 基金_n 、_w 混合型_a 基金_n ，_w 赎回_v 的_u 资金_n 分别_d 需要_v 几_m 个_q 工作日_n 到账_v
184,个人理财,基金业务,股票型基金、债券型基金、货币型基金、混合型基金，赎回的资金分别需要几个工作日到账,基金赎回后会在几个工作日到账,基金_n 赎_v 回_v 后_f 会_v 在_p 几_m 个_q 工作日_n 到账_v,股票型_n 基金_n 、_w 债券型_n 基金_n 、_w 货币型_n 基金_n 、_w 混合型_a 基金_n ，_w 赎回_v 的_u 资金_n 分别_d 需要_v 几_m 个_q 工作日_n 到账_v
185,个人理财,基金业务,股票型基金、债券型基金、货币型基金、混合型基金，赎回的资金分别需要几个工作日到账,基金赎回几天到账,基金_n 赎_v 回_v 几_m 天_q 到账_v,股票型_n 基金_n 、_w 债券型_n 基金_n 、_w 货币型_n 基金_n 、_w 混合型_a 基金_n ，_w 赎回_v 的_u 资金_n 分别_d 需要_v 几_m 个_q 工作日_n 到账_v
186,个人理财,基金业务,股票型基金、债券型基金、货币型基金、混合型基金，赎回的资金分别需要几个工作日到账,基金赎回确认后几天到账,基金_n 赎_v 回_v 确认_v 后_f 几_m 天_q 到账_v,股票型_n 基金_n 、_w 债券型_n 基金_n 、_w 货币型_n 基金_n 、_w 混合型_a 基金_n ，_w 赎回_v 的_u 资金_n 分别_d 需要_v 几_m 个_q 工作日_n 到账_v
187,个人理财,基金业务,股票型基金、债券型基金、货币型基金、混合型基金，赎回的资金分别需要几个工作日到账,基金赎回日期怎么计算,基金_n 赎_v 回_v 日期_n 怎么_r 计算_v,股票型_n 基金_n 、_w 债券型_n 基金_n 、_w 货币型_n 基金_n 、_w 混合型_a 基金_n ，_w 赎回_v 的_u 资金_n 分别_d 需要_v 几_m 个_q 工作日_n 到账_v
